"GO_ID" "description" "levels" "ontology_group" "node_numeric_id" "community" "uniqueness_index" "size_in_annotation" "size_in_universe" "number_of_genes_in_query" "percentage_of_genes_in_query" "OR" "p" "fdr" "Min_value_CI" "Max_value_CI" "genes_in_query"
"139" "GO:0006119" "oxidative phosphorylation" "3, 4, 6" "Biological_process" 12 1 "12" 9 9 5 55.5555555555556 12.9722895096905 0.000501945146013271 0.0184508112293154 2.77815091584841 65.7442226808339 "Rv1437, Rv3151, Rv3155, Rv3156, Rv3157"
"913" "GO:0042773" "ATP synthesis coupled electron transport" "4, 5, 6, 7" "Biological_process" 13 1 "13" 7 7 4 57.1428571428571 13.8004049368636 0.00172565999633261 0.0497176636781233 2.32446541948854 94.6084020319623 "Rv3151, Rv3155, Rv3156, Rv3157"
"338" "GO:0009060" "aerobic respiration" "5, 6" "Biological_process" 14 2 "14" 34 34 15 44.1176470588235 8.40454604040081 4.89642160222825e-08 9.607903298737e-06 3.9354970199133 17.6371573271213 "Rv0462, Rv0896, Rv1098c, Rv1130, Rv1131, Rv1240, Rv1475c, Rv1731, Rv1837c, Rv3146, Rv3152, Rv3153, Rv3157, Rv3318, Rv3339c"
"132" "GO:0006099" "tricarboxylic acid cycle" "3, 6, 7" "Biological_process" 15 2 "15" 25 25 11 44 8.27774176980857 3.32123692942618e-06 0.000321858051524391 3.37224073160368 19.7908582986656 "Rv0462, Rv0896, Rv1098c, Rv1130, Rv1131, Rv1240, Rv1475c, Rv1731, Rv1837c, Rv3318, Rv3339c"
"711" "GO:0019679" "propionate metabolic process, methylcitrate cycle" "6, 7, 8, 10" "Biological_process" 16 2 "16" 3 3 3 100 Inf 0.000695679696704476 0.0231748298964678 4.25319496696503 Inf "Rv1129c, Rv1131, Rv1475c"
"1085" "GO:0046459" "short-chain fatty acid metabolic process" "5, 6, 8" "Biological_process" 17 2 "17" 10 10 5 50 10.3768020912053 0.000931150921954634 0.02919432008246 2.37565236957741 45.3242883521518 "Rv1129c, Rv1130, Rv1131, Rv1475c, Rv1984c"
"706" "GO:0019541" "propionate metabolic process" "5, 6, 7, 9" "Biological_process" 18 2 "18" 7 7 4 57.1428571428571 13.8004049368636 0.00172565999633261 0.0497176636781233 2.32446541948854 94.6084020319623 "Rv1129c, Rv1130, Rv1131, Rv1475c"
"280" "GO:0006796" "phosphate-containing compound metabolic process" "4" "Biological_process" 19 3 "19" 327 324 54 16.6666666666667 2.24181794740437 3.09956345997992e-06 0.000321858051524391 1.60352604320307 3.09229404703854 "Rv0014c, Rv0015c, Rv0363c, Rv0386, Rv0436c, Rv0462, Rv0505c, Rv0803, Rv0891c, Rv0931c, Rv0957, Rv0994, Rv1017c, Rv1023, Rv1092c, Rv1122, Rv1127c, Rv1143, Rv1385, Rv1408, Rv1436, Rv1437, Rv1438, Rv1611, Rv1695, Rv1700, Rv1837c, Rv2088, Rv2228c, Rv2241, Rv2436, Rv2565, Rv2604c, Rv2605c, Rv2606c, Rv2610c, Rv2746c, Rv2883c, Rv2899c, Rv2984, Rv3151, Rv3155, Rv3156, Rv3157, Rv3168, Rv3246c, Rv3282, Rv3302c, Rv3376, Rv3377c, Rv3396c, Rv3398c, Rv3696c, Rv3709c"
"597" "GO:0016310" "phosphorylation" "5" "Biological_process" 20 3 "20" 115 114 26 22.8070175438596 3.19128209954026 4.25325213214137e-06 0.000377830564405225 1.94761983865412 5.07633769477265 "Rv0014c, Rv0015c, Rv0363c, Rv0462, Rv0931c, Rv1017c, Rv1023, Rv1092c, Rv1127c, Rv1436, Rv1437, Rv1438, Rv1695, Rv2088, Rv2241, Rv2436, Rv2883c, Rv2984, Rv3151, Rv3155, Rv3156, Rv3157, Rv3168, Rv3246c, Rv3696c, Rv3709c"
"410" "GO:0009185" "ribonucleoside diphosphate metabolic process" "6, 7, 8" "Biological_process" 21 3 "21" 18 18 8 44.4444444444444 8.36377181502316 7.07861974471885e-05 0.00471613040491893 2.84830670152243 23.696928816271 "Rv0363c, Rv0462, Rv1023, Rv1436, Rv1437, Rv1438, Rv2241, Rv2883c"
"129" "GO:0006096" "glycolytic process" "4, 5, 8, 9, 10, 11, 12" "Biological_process" 22 3 "22" 15 15 7 46.6666666666667 9.12575290957005 0.000141327231685684 0.0080375085623234 2.79893137710638 28.9776342959876 "Rv0363c, Rv0462, Rv1023, Rv1436, Rv1437, Rv1438, Rv2241"
"1042" "GO:0046031" "ADP metabolic process" "7, 8, 9, 10" "Biological_process" 23 3 "23" 16 16 7 43.75 8.11025392405126 0.000232251527692522 0.0116559604873063 2.54991502068954 24.6580150222631 "Rv0363c, Rv0462, Rv1023, Rv1436, Rv1437, Rv1438, Rv2241"
"579" "GO:0016052" "carbohydrate catabolic process" "4" "Biological_process" 24 3 "24" 33 32 10 31.25 4.76606094398722 0.000292631579297117 0.0124778105412291 1.99760581807346 10.593567155655 "Rv0363c, Rv0462, Rv1023, Rv1408, Rv1436, Rv1437, Rv1438, Rv2241, Rv2436, Rv3696c"
"709" "GO:0019637" "organophosphate metabolic process" "3, 4" "Biological_process" 25 3 "25" 232 230 37 16.0869565217391 2.07961495871918 0.000280617065549713 0.0124778105412291 1.39504096748608 3.032557457661 "Rv0363c, Rv0386, Rv0436c, Rv0462, Rv0803, Rv0891c, Rv0957, Rv0994, Rv1017c, Rv1023, Rv1092c, Rv1122, Rv1143, Rv1385, Rv1408, Rv1436, Rv1437, Rv1438, Rv1611, Rv1695, Rv1700, Rv1837c, Rv2241, Rv2565, Rv2604c, Rv2605c, Rv2606c, Rv2610c, Rv2746c, Rv2883c, Rv2899c, Rv3282, Rv3302c, Rv3377c, Rv3396c, Rv3398c, Rv3696c"
"387" "GO:0009135" "purine nucleoside diphosphate metabolic process" "6, 7, 8" "Biological_process" 26 3 "26" 17 17 7 41.1764705882353 7.29798552169102 0.00036501255314027 0.0149655146787511 2.34179066688496 21.391272647679 "Rv0363c, Rv0462, Rv1023, Rv1436, Rv1437, Rv1438, Rv2241"
"714" "GO:0019693" "ribose phosphate metabolic process" "4, 5" "Biological_process" 27 3 "27" 100 100 20 20 2.65765026095303 0.000460039886423169 0.0179454539132155 1.52152474677828 4.44841094666652 "Rv0363c, Rv0386, Rv0462, Rv0803, Rv0957, Rv1017c, Rv1023, Rv1092c, Rv1143, Rv1385, Rv1436, Rv1437, Rv1438, Rv1611, Rv1700, Rv1837c, Rv2241, Rv2605c, Rv2883c, Rv3396c"
"385" "GO:0009132" "nucleoside diphosphate metabolic process" "5, 6, 7" "Biological_process" 28 3 "28" 23 23 8 34.7826086956522 5.56975685388083 0.000532841685199928 0.0189336412141041 2.02989803441858 14.1135164143942 "Rv0363c, Rv0462, Rv1023, Rv1436, Rv1437, Rv1438, Rv2241, Rv2883c"
"145" "GO:0006165" "nucleoside diphosphate phosphorylation" "6, 7, 8" "Biological_process" 29 3 "29" 18 18 7 38.8888888888889 6.63227179828298 0.00055224750676314 0.0189901884583712 2.16539511837479 18.8730045472265 "Rv0363c, Rv0462, Rv1023, Rv1436, Rv1437, Rv1438, Rv2241"
"229" "GO:0006566" "threonine metabolic process" "6, 7, 9" "Biological_process" 30 4 "30" 6 6 5 83.3333333333333 51.8665925620253 2.99827919371973e-05 0.00228297544321802 5.7828262998062 2422.86313544784 "Rv1294, Rv1295, Rv1559, Rv3708c, Rv3709c"
"360" "GO:0009088" "threonine biosynthetic process" "7, 8, 9, 10" "Biological_process" 31 4 "31" 5 5 4 80 41.4409682755068 0.000285042332538101 0.0124778105412291 4.08139806031375 2017.07534168785 "Rv1294, Rv1295, Rv3708c, Rv3709c"
"86" "GO:0005315" "inorganic phosphate transmembrane transporter activity" "7, 8" "Biological_process" 32 5 "32" 8 8 5 62.5 17.3061586538306 0.000240554531632963 0.0116559604873063 3.3492355834326 112.102106110093 "Rv0545c, Rv0929, Rv0930, Rv0935, Rv0936"
"286" "GO:0006817" "phosphate ion transport" "7" "Biological_process" 33 5 "33" 13 13 6 46.1538461538462 8.91623713633471 0.00047136276695125 0.0179454539132155 2.46079866756521 31.1886089930135 "Rv0545c, Rv0928, Rv0929, Rv0930, Rv0935, Rv0936"
"720" "GO:0019877" "diaminopimelate biosynthetic process" "5, 6, 7, 8" "Biological_process" 34 6 "34" 6 6 4 66.6666666666667 20.700050400033 0.000795161413739907 0.0256861232438406 2.95476826552617 228.90683789747 "Rv1201c, Rv2773c, Rv3708c, Rv3709c"
"982" "GO:0044117" "growth of symbiont in host" "3, 4" "Biological_process" 35 7 "35" 116 116 21 18.1034482758621 2.34702781618218 0.00131442087426704 0.040033504341962 1.37041980241103 3.85611515552264 "Rv0015c, Rv0170, Rv0171, Rv0172, Rv0173, Rv0174, Rv0175, Rv0176, Rv0177, Rv0178, Rv0221, Rv0405, Rv0895, Rv0928, Rv0929, Rv0930, Rv1125, Rv2285, Rv2942, Rv3246c, Rv3494c"
