Sample	time
mirtrace/summary	0.0006091594696044922
mosdepth/global_dist	0.0006170272827148438
mosdepth/region_dist	0.0006215572357177734
mosdepth/summary	0.00061798095703125
motus	0.0022764205932617188
mtnucratio	0.0006148815155029297
multivcfanalyzer	0.0006101131439208984
nanostat	0.000728607177734375
nextclade	0.002325773239135742
ngsderive/encoding	0.0022525787353515625
ngsderive/instrument	0.0023033618927001953
ngsderive/junction_annotation	0.002229452133178711
ngsderive/readlen	0.002258777618408203
ngsderive/strandedness	0.0024743080139160156
odgi	0.0023293495178222656
optitype	0.002373933792114258
pangolin	0.002293109893798828
pbmarkdup	0.0032405853271484375
peddy/background_pca	0.0006608963012695312
peddy/het_check	0.0006043910980224609
peddy/ped_check	0.0005984306335449219
peddy/sex_check	0.0006382465362548828
peddy/summary_table	0.0006020069122314453
phantompeakqualtools/out	0.0005984306335449219
picard/alignment_metrics	0.00709223747253418
picard/basedistributionbycycle	0.006882190704345703
picard/collectilluminabasecallingmetrics	0.00700831413269043
picard/collectilluminalanemetrics	0.007054805755615234
picard/crosscheckfingerprints	0.007270336151123047
picard/extractilluminabarcodes	0.007063627243041992
picard/gcbias	0.007278919219970703
picard/hsmetrics	0.007340669631958008
picard/insertsize	0.007280111312866211
picard/markdups	0.007456779479980469
picard/markilluminaadapters	0.007378101348876953
picard/oxogmetrics	0.0072705745697021484
picard/pcr_metrics	0.0073359012603759766
picard/quality_by_cycle	0.007318258285522461
picard/quality_score_distribution	0.007321596145629883
picard/quality_yield_metrics	0.007305145263671875
picard/rnaseqmetrics	0.00762176513671875
picard/rrbs_metrics	0.00735163688659668
picard/sam_file_validation	0.0007991790771484375
picard/variant_calling_metrics	0.00739598274230957
picard/wgs_metrics	0.007368326187133789
porechop	0.0026047229766845703
preseq	0.0045397281646728516
preseq/real_counts	0.0007064342498779297
prinseqplusplus	0.002321004867553711
prokka	0.002322673797607422
purple/purity	0.0006110668182373047
purple/qc	0.0006077289581298828
pychopper	0.0024263858795166016
pycoqc	0.002294301986694336
qc3C	0.0005979537963867188
qorts	0.005182981491088867
qualimap/bamqc/coverage	0.0006060600280761719
qualimap/bamqc/gc_dist	0.0006351470947265625
qualimap/bamqc/genome_fraction	0.0006113052368164062
qualimap/bamqc/genome_results	0.0006194114685058594
qualimap/bamqc/insert_size	0.0006093978881835938
qualimap/rnaseq/coverage	0.0006299018859863281
qualimap/rnaseq/rnaseq_results	0.0006041526794433594
quast	0.0005934238433837891
rna_seqc/correlation	0.0005898475646972656
rna_seqc/coverage	0.0006172657012939453
rna_seqc/metrics_v1	0.0076372623443603516
rna_seqc/metrics_v2	0.007128000259399414
rockhopper	0.006885051727294922
rsem	0.0006127357482910156
rseqc/bam_stat	0.006904125213623047
rseqc/gene_body_coverage	0.0006136894226074219
rseqc/infer_experiment	0.007792472839355469
rseqc/inner_distance	0.000614166259765625
rseqc/junction_annotation	0.006855010986328125
rseqc/junction_saturation	0.00061798095703125
rseqc/read_distribution	0.006707906723022461
rseqc/read_duplication_pos	0.0006098747253417969
rseqc/read_gc	0.0005993843078613281
rseqc/tin	0.0027191638946533203
salmon/fld	0.0005929470062255859
salmon/meta	0.007596731185913086
sambamba/markdup	0.003787517547607422
samblaster	0.007537126541137695
samtools/flagstat	0.006982326507568359
samtools/idxstats	0.0007245540618896484
samtools/rmdup	0.007338285446166992
samtools/stats	0.006975412368774414
sargasso	0.000621795654296875
sentieon/alignment_metrics	0.007327556610107422
sentieon/gcbias	0.0072515010833740234
sentieon/insertsize	0.006876945495605469
seqyclean	0.0006155967712402344
sexdeterrmine	0.0005970001220703125
sickle	0.002813100814819336
skewer	0.00684809684753418
slamdunk/PCA	0.002363443374633789
slamdunk/rates	0.0023047924041748047
slamdunk/summary	0.0023665428161621094
slamdunk/tcperreadpos	0.0022771358489990234
slamdunk/tcperutrpos	0.0022580623626708984
slamdunk/utrrates	0.002255678176879883
snippy/snippy	0.0029959678649902344
snippy/snippy-core	0.0027027130126953125
snpeff	0.00744175910949707
snpsplit/new	0.0006239414215087891
snpsplit/old	0.0023114681243896484
somalier/pairs	0.0027244091033935547
somalier/samples	0.0027174949645996094
somalier/somalier-ancestry	0.0006127357482910156
sortmerna	0.006823301315307617
stacks/gstacks	0.007197856903076172
stacks/populations	0.007243156433105469
stacks/sumstats	0.007178544998168945
star	0.0006175041198730469
star/genecounts	0.0006272792816162109
supernova/kmers	0.0029070377349853516
supernova/molecules	0.0030906200408935547
supernova/report	0.005732059478759766
supernova/summary	0.006124258041381836
theta2	0.0006186962127685547
tophat	0.0006365776062011719
trimmomatic	0.0073451995849609375
umitools	0.0024547576904296875
varscan2/mpileup2cns	0.002313375473022461
varscan2/mpileup2indel	0.002331972122192383
varscan2/mpileup2snp	0.002359151840209961
vcftools/relatedness2	0.0006036758422851562
vcftools/tstv_by_count	0.0006039142608642578
vcftools/tstv_by_qual	0.0006008148193359375
vcftools/tstv_summary	0.0005927085876464844
vep/vep_html	0.002799510955810547
vep/vep_txt	0.002302408218383789
verifybamid/selfsm	0.0005869865417480469
whatshap/stats	0.0022437572479248047
