"description" "OR_GD" "lower_CI_GD" "upper_CI_GD" "FDR_GD" "OR_G" "lower_CI_G" "upper_CI_G" "FDR_G" "OR_GL" "lower_CI_GL" "upper_CI_GL" "FDR_GL"
"energy derivation by oxidation of organic compounds" "energy derivation by oxidation of organic compounds" 3.30675682068223 1.71021663560054 6.0397636525538 0.0218352827959432 4.80726317701862 2.69491855995595 8.31770787166885 2.67828809832769e-05 3.92291338348419 2.27443898269964 6.63604691534257 3.73067288751222e-05
"carbohydrate catabolic process" "carbohydrate catabolic process" 1.1713869428663 0.227095850522246 3.81118364570588 1 4.76606094398722 1.99760581807346 10.593567155655 0.0124778105412291 3.97286711139292 1.75940250964852 8.59184938508437 0.0074170312268907
"phosphorylation" "phosphorylation" 1.47458670439182 0.750119898247845 2.67579849700759 0.949762708795908 3.19128209954026 1.94761983865412 5.07633769477265 0.000377830564405225 2.18241043982816 1.35678822053916 3.41819494727478 0.0143273348651356
"oxidoreductase activity, acting on NAD(P)H" "oxidoreductase activity, acting on NAD(P)H" 7.87327188761154 3.8638056318389 15.6379179782436 5.53382374785269e-06 6.3776856287721 3.09416349850555 12.720291348115 7.63230042277014e-05 4.44337877064962 2.18955951240261 8.78425795071552 0.000661440492138761
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 21.7978273924379 8.0159488418191 65.0286313879949 8.7094119410392e-08 24.8354173066361 8.89619895450838 79.1993359015821 1.88183675425511e-08 15.5602903776298 5.58713540515068 49.6582193499584 4.36292651618971e-06
"NADH dehydrogenase complex" "NADH dehydrogenase complex" Inf 13.4754265376905 Inf 4.89364546705381e-05 Inf 12.2103378591838 Inf 6.29883181841117e-05 Inf 7.72070831876148 Inf 0.000206772516212156
"glycine betaine transport" "glycine betaine transport" 3.77581198036407 0.071745988606121 47.1421738095079 0.982543023155424 30.9585954143203 2.47842702352714 1611.5305195191 0.069256816882089 Inf 4.31492447875021 Inf 0.00534779973715009
"ATP synthesis coupled electron transport" "ATP synthesis coupled electron transport" 28.6179119348542 4.66580777670926 299.92536117836 0.00670718826983452 13.8004049368636 2.32446541948854 94.6084020319623 0.0497176636781233 8.73125659779677 1.47282137724937 59.8023452339885 0.0762507480261647
"respiratory chain complex I" "respiratory chain complex I" Inf 10.4554731620348 Inf 0.000523788201075795 Inf 9.47537015031366 Inf 0.000442066524774575 Inf 5.99869081078936 Inf 0.000996592295029169
"plasma membrane respiratory chain complex I" "plasma membrane respiratory chain complex I" Inf 10.4554731620348 Inf 0.000523788201075795 Inf 9.47537015031366 Inf 0.000442066524774575 Inf 5.99869081078936 Inf 0.000996592295029169
"cellular respiration" "cellular respiration" 3.98991237308843 1.98572849155663 7.57077943428645 0.00806434553738873 6.14888166938172 3.32325209976936 11.0920925289283 4.08519051012631e-06 5.23078833730896 2.91179188766364 9.29232674222337 6.93226092551007e-06
"ADP metabolic process" "ADP metabolic process" 1.6190926378245 0.177816021096832 7.09789410405384 1 8.11025392405126 2.54991502068954 24.6580150222631 0.0116559604873063 8.49230175537293 2.80059161778175 26.9591913731739 0.00133737616456145
"nucleotide phosphorylation" "nucleotide phosphorylation" 1.41599005555429 0.15723360319216 6.06553268051204 1 6.63227179828298 2.16539511837479 18.8730045472265 0.0189901884583712 8.27110924418803 2.92335466932544 24.2492726561263 0.000725489199793956
"NADH dehydrogenase (quinone) activity" "NADH dehydrogenase (quinone) activity" 70.2652170447387 15.5362283863182 646.935236050934 2.85065379547778e-09 38.703971819618 10.1596108838152 216.8511752043 2.37860799074117e-07 24.3136500378163 6.3976410277961 136.615341594178 8.59184707300071e-06
"plasma membrane respirasome" "plasma membrane respirasome" 28.6179119348542 4.66580777670926 299.92536117836 0.00670718826983452 25.9336680606833 4.22896795710584 271.964637615957 0.00610049707434576 16.4033963442508 2.67733276279235 172.493888767589 0.00986028909193076
"plasma membrane protein complex" "plasma membrane protein complex" 3.28639937402495 1.2832410511728 7.48048010714839 0.193559700987298 3.48067379755143 1.428159083058 7.70177149918141 0.0852913811841044 3.7459758399016 1.73149543533955 7.76916824661461 0.00693862784751882
"respiratory chain complex" "respiratory chain complex" 19.0932437122041 3.69597044102802 123.115185425901 0.013913867046206 17.3061586538306 3.3492355834326 112.102106110093 0.0116559604873063 19.7209773277142 3.51443895476985 199.85950579802 0.0024536074500935
