"description" "OR_GD" "lower_CI_GD" "upper_CI_GD" "FDR_GD" "OR_G" "lower_CI_G" "upper_CI_G" "FDR_G" "OR_GL" "lower_CI_GL" "upper_CI_GL" "FDR_GL"
"respiratory electron transport chain" "respiratory electron transport chain" 5.73786898349351 1.75465373246446 16.6504066852836 0.080708028960337 3.98448333064597 1.10564757596678 11.9990128468225 0.235565161992682 5.27057714531682 1.79872399398066 14.9147465259585 0.0158150254495915
"NADH dehydrogenase complex" "NADH dehydrogenase complex" Inf 13.4754265376905 Inf 4.89364546705381e-05 Inf 12.2103378591838 Inf 6.29883181841117e-05 Inf 7.72070831876148 Inf 0.000206772516212156
"intrinsic component of plasma membrane" "intrinsic component of plasma membrane" 2.40737801501 1.47545239066362 3.79456716198843 0.0233432500505896 1.94900412626451 1.17469837977708 3.10975540230289 0.138270439331344 1.84741512428453 1.19435124325977 2.7887364579324 0.0473565718402905
"glycine betaine transport" "glycine betaine transport" 3.77581198036407 0.071745988606121 47.1421738095079 0.982543023155424 30.9585954143203 2.47842702352714 1611.5305195191 0.069256816882089 Inf 4.31492447875021 Inf 0.00534779973715009
"cellular biogenic amine biosynthetic process" "cellular biogenic amine biosynthetic process" 14.3201053266916 3.06527542520647 72.5383933026402 0.0233432500505896 5.15983602980388 0.831375140706291 24.2839979168174 0.378059595486673 5.23787138515528 1.03588442258276 24.4205439323208 0.164529456238306
"flavin-containing compound metabolic process" "flavin-containing compound metabolic process" 0 0 5.74294981110677 1 5.15983602980388 0.831375140706291 24.2839979168174 0.378059595486673 8.20216557767666 1.75875182482969 41.4439908249293 0.0373639918203642
"flavin-containing compound biosynthetic process" "flavin-containing compound biosynthetic process" 0 0 5.74294981110677 1 5.15983602980388 0.831375140706291 24.2839979168174 0.378059595486673 8.20216557767666 1.75875182482969 41.4439908249293 0.0373639918203642
"ATP synthesis coupled electron transport" "ATP synthesis coupled electron transport" 28.6179119348542 4.66580777670926 299.92536117836 0.00670718826983452 13.8004049368636 2.32446541948854 94.6084020319623 0.0497176636781233 8.73125659779677 1.47282137724937 59.8023452339885 0.0762507480261647
"oxoacid metabolic process" "oxoacid metabolic process" 1.15127989562063 0.78108864561211 1.65695211251333 1 1.89386786990179 1.37668433494944 2.5728277518579 0.00471613040491893 1.99637690304116 1.52771647332629 2.59058140528853 2.79449033549054e-05
"growth of symbiont in host" "growth of symbiont in host" 0.833525934636606 0.347656042988387 1.72343064082367 1 2.34702781618218 1.37041980241103 3.85611515552264 0.040033504341962 1.63800905532215 0.980375175925607 2.63727592708275 0.243017167471289
"respiratory chain complex I" "respiratory chain complex I" Inf 10.4554731620348 Inf 0.000523788201075795 Inf 9.47537015031366 Inf 0.000442066524774575 Inf 5.99869081078936 Inf 0.000996592295029169
"plasma membrane respiratory chain complex I" "plasma membrane respiratory chain complex I" Inf 10.4554731620348 Inf 0.000523788201075795 Inf 9.47537015031366 Inf 0.000442066524774575 Inf 5.99869081078936 Inf 0.000996592295029169
"cellular respiration" "cellular respiration" 3.98991237308843 1.98572849155663 7.57077943428645 0.00806434553738873 6.14888166938172 3.32325209976936 11.0920925289283 4.08519051012631e-06 5.23078833730896 2.91179188766364 9.29232674222337 6.93226092551007e-06
"ADP metabolic process" "ADP metabolic process" 1.6190926378245 0.177816021096832 7.09789410405384 1 8.11025392405126 2.54991502068954 24.6580150222631 0.0116559604873063 8.49230175537293 2.80059161778175 26.9591913731739 0.00133737616456145
"monosaccharide biosynthetic process" "monosaccharide biosynthetic process" 1.25721019194646 0.0285966933143456 9.12307071652067 1 4.42212773227378 0.734606256193788 19.4758175111721 0.43988091685038 9.85731644297423 2.32898091711254 47.6676286243002 0.0100545138284256
"carboxylic acid biosynthetic process" "carboxylic acid biosynthetic process" 0.823300272528575 0.446594491468122 1.41305286017337 1 1.3462563531484 0.837103302532307 2.08536770454114 0.864729241688417 1.74767809925453 1.21301298515236 2.47596166764511 0.025251273305587
"short-chain fatty acid metabolic process" "short-chain fatty acid metabolic process" 2.83728425825812 0.292344384332437 14.3070633945237 0.949762708795908 10.3768020912053 2.37565236957741 45.3242883521518 0.02919432008246 2.79984627479832 0.465746771419464 12.3074680040069 0.470793463105708
"nucleotide phosphorylation" "nucleotide phosphorylation" 1.41599005555429 0.15723360319216 6.06553268051204 1 6.63227179828298 2.16539511837479 18.8730045472265 0.0189901884583712 8.27110924418803 2.92335466932544 24.2492726561263 0.000725489199793956
"NADH dehydrogenase (quinone) activity" "NADH dehydrogenase (quinone) activity" 70.2652170447387 15.5362283863182 646.935236050934 2.85065379547778e-09 38.703971819618 10.1596108838152 216.8511752043 2.37860799074117e-07 24.3136500378163 6.3976410277961 136.615341594178 8.59184707300071e-06
"transmembrane transport" "transmembrane transport" 1.32604504661837 0.789159351605761 2.12720106455314 0.982543023155424 1.33220630735311 0.811325218873951 2.09864830505642 0.894637881623883 1.81633184120834 1.24862942051467 2.5961871651993 0.0177105012200456
"nucleobase-containing small molecule metabolic process" "nucleobase-containing small molecule metabolic process" 1.90083803188604 1.16143091281136 2.99520316666902 0.230150479790576 1.80100154643856 1.11174553237327 2.81457112011532 0.193920146165967 2.1251538861589 1.43948315294572 3.08278582441148 0.00248941659878186
"plasma membrane respirasome" "plasma membrane respirasome" 28.6179119348542 4.66580777670926 299.92536117836 0.00670718826983452 25.9336680606833 4.22896795710584 271.964637615957 0.00610049707434576 16.4033963442508 2.67733276279235 172.493888767589 0.00986028909193076
"tRNA threonylcarbamoyladenosine metabolic process" "tRNA threonylcarbamoyladenosine metabolic process" 0 0 27.4148377004984 1 5.13607335152123 0.0868768514371564 98.9619226346219 0.894637881623883 Inf 2.69682482697915 Inf 0.0278099219983143
"modified amino acid transport" "modified amino acid transport" 2.83154997512318 0.0573447433733142 28.7262181352776 1 15.4809756675597 1.76753579757771 185.730433929653 0.127931920081637 26.1901602256284 2.5859826184896 1282.40242513908 0.0178604539107397
"purine-containing compound metabolic process" "purine-containing compound metabolic process" 1.70125833049197 0.834869101173011 3.18112230582435 0.758942418873564 2.35920974464415 1.29115079480572 4.08870112808189 0.111574426453763 2.46267949950351 1.47690051201909 3.99051239560715 0.0074170312268907
"inorganic ion transmembrane transport" "inorganic ion transmembrane transport" 1.37280869031879 0.524133879479919 3.04707546422887 1 1.88986552164808 0.850863049542136 3.78704795732758 0.511635614002227 2.75182816568028 1.50976601548068 4.83617224938701 0.00907847136470835
"plasma membrane protein complex" "plasma membrane protein complex" 3.28639937402495 1.2832410511728 7.48048010714839 0.193559700987298 3.48067379755143 1.428159083058 7.70177149918141 0.0852913811841044 3.7459758399016 1.73149543533955 7.76916824661461 0.00693862784751882
"respiratory chain complex" "respiratory chain complex" 19.0932437122041 3.69597044102802 123.115185425901 0.013913867046206 17.3061586538306 3.3492355834326 112.102106110093 0.0116559604873063 19.7209773277142 3.51443895476985 199.85950579802 0.0024536074500935
"alpha-amino acid metabolic process" "alpha-amino acid metabolic process" 1.0210939366027 0.508753565323863 1.87089017309106 1 1.99861290565559 1.20360022724655 3.19192087427455 0.13007907340488 2.69853851287119 1.80901865987984 3.96315130712433 5.12302749998492e-05
"alpha-amino acid biosynthetic process" "alpha-amino acid biosynthetic process" 0.97207669495922 0.40387025232596 2.020970705089 1 1.82373739226855 0.967306848254112 3.22268790994499 0.424931773203682 2.58069504379415 1.59009552089951 4.08726897105906 0.0018659812103928
