Sample	time
slamdunk/tcperreadpos	0.0021164417266845703
slamdunk/tcperutrpos	0.0021283626556396484
slamdunk/utrrates	0.0021359920501708984
snippy/snippy	0.002637624740600586
snippy/snippy-core	0.0025932788848876953
snpeff	0.07172393798828125
snpsplit/new	0.0006051063537597656
snpsplit/old	0.002184629440307617
somalier/pairs	0.0025157928466796875
somalier/samples	0.002538919448852539
somalier/somalier-ancestry	0.0005893707275390625
sortmerna	0.06649422645568848
stacks/gstacks	0.0666508674621582
stacks/populations	0.06532025337219238
stacks/sumstats	0.06538510322570801
star	0.0005805492401123047
star/genecounts	0.0005905628204345703
supernova/kmers	0.002675294876098633
supernova/molecules	0.0027048587799072266
supernova/report	0.004825115203857422
supernova/summary	0.005280733108520508
theta2	0.0005924701690673828
tophat	0.0006244182586669922
trimmomatic	0.06920647621154785
umitools	0.0022568702697753906
varscan2/mpileup2cns	0.002197265625
varscan2/mpileup2indel	0.0022249221801757812
varscan2/mpileup2snp	0.0022420883178710938
vcftools/relatedness2	0.0006148815155029297
vcftools/tstv_by_count	0.000583648681640625
vcftools/tstv_by_qual	0.0005843639373779297
vcftools/tstv_summary	0.0005819797515869141
vep/vep_html	0.0026967525482177734
vep/vep_txt	0.0006749629974365234
verifybamid/selfsm	0.00057220458984375
whatshap/stats	0.0020422935485839844
