Sample	time
rseqc/read_duplication_pos	0.000614166259765625
rseqc/read_gc	0.000583648681640625
rseqc/tin	0.0025475025177001953
salmon/fld	0.0005965232849121094
salmon/meta	0.06312179565429688
sambamba/markdup	0.0034592151641845703
samblaster	0.06041979789733887
samtools/flagstat	0.05626368522644043
samtools/idxstats	0.0006558895111083984
samtools/rmdup	0.06385159492492676
samtools/stats	0.05960893630981445
sargasso	0.0006225109100341797
sentieon/alignment_metrics	0.059441566467285156
sentieon/gcbias	0.06311655044555664
sentieon/insertsize	0.05990099906921387
seqyclean	0.0006299018859863281
sexdeterrmine	0.0006079673767089844
sickle	0.002856731414794922
skewer	0.05786466598510742
slamdunk/PCA	0.002254962921142578
slamdunk/rates	0.002256155014038086
slamdunk/summary	0.0023047924041748047
slamdunk/tcperreadpos	0.002218008041381836
slamdunk/tcperutrpos	0.002233266830444336
slamdunk/utrrates	0.002226591110229492
snippy/snippy	0.0027403831481933594
snippy/snippy-core	0.0030117034912109375
snpeff	0.06502509117126465
snpsplit/new	0.0006039142608642578
snpsplit/old	0.0022673606872558594
somalier/pairs	0.0026204586029052734
somalier/samples	0.0026350021362304688
somalier/somalier-ancestry	0.0006191730499267578
sortmerna	0.05903172492980957
stacks/gstacks	0.059715986251831055
stacks/populations	0.05842447280883789
stacks/sumstats	0.059278011322021484
star	0.0006041526794433594
star/genecounts	0.0006186962127685547
supernova/kmers	0.0027899742126464844
supernova/molecules	0.0028111934661865234
supernova/report	0.0050029754638671875
supernova/summary	0.005450010299682617
theta2	0.0006079673767089844
tophat	0.0006058216094970703
trimmomatic	0.06271719932556152
umitools	0.0024671554565429688
varscan2/mpileup2cns	0.0023093223571777344
varscan2/mpileup2indel	0.0023298263549804688
varscan2/mpileup2snp	0.002309560775756836
vcftools/relatedness2	0.0006184577941894531
vcftools/tstv_by_count	0.0006000995635986328
vcftools/tstv_by_qual	0.0006000995635986328
vcftools/tstv_summary	0.0006036758422851562
vep/vep_html	0.002792835235595703
vep/vep_txt	0.0007386207580566406
verifybamid/selfsm	0.0005936622619628906
whatshap/stats	0.0021359920501708984
