"GO_ID" "description" "levels" "ontology_group" "node_numeric_id" "community" "uniqueness_index" "size_in_annotation" "size_in_universe" "number_of_genes_in_query" "percentage_of_genes_in_query" "OR" "p" "fdr" "Min_value_CI" "Max_value_CI" "genes_in_query"
"179" "GO:0006355" "regulation of transcription, DNA-templated" "5, 6, 7, 8, 9, 10" "Biological_process" 11 3 "11" 196 196 41 20.9183673469388 2.34861182733484 1.3600205380476e-05 0.0020711169907982 1.59599413235216 3.39357099998991 "Rv0064A, Rv0081, Rv0328, Rv0465c, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1102c, Rv1266c, Rv1365c, Rv1398c, Rv1904, Rv1909c, Rv1956, Rv1985c, Rv1991A, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2638, Rv2640c, Rv2642, Rv2711, Rv2745c, Rv2865, Rv2866, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3219, Rv3286c, Rv3287c, Rv3358, Rv3574, Rv3736, Rv3788"
"677" "GO:0019219" "regulation of nucleobase-containing compound metabolic process" "4, 5" "Biological_process" 12 3 "12" 208 208 43 20.6730769230769 2.3192770678126 1.3264471453997e-05 0.0020711169907982 1.59104090843969 3.32295312282489 "Rv0064A, Rv0081, Rv0328, Rv0465c, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1102c, Rv1266c, Rv1365c, Rv1398c, Rv1904, Rv1908c, Rv1909c, Rv1956, Rv1985c, Rv1991A, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2559c, Rv2638, Rv2640c, Rv2642, Rv2711, Rv2745c, Rv2865, Rv2866, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3219, Rv3286c, Rv3287c, Rv3358, Rv3574, Rv3736, Rv3788"
"175" "GO:0006351" "transcription, DNA-templated" "5, 6, 7, 8, 9" "Biological_process" 13 3 "13" 201 201 41 20.3980099502488 2.27176125114692 2.90025409291848e-05 0.00257639238587591 1.54557744841044 3.27853630596157 "Rv0064A, Rv0081, Rv0328, Rv0465c, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1102c, Rv1266c, Rv1365c, Rv1398c, Rv1904, Rv1909c, Rv1956, Rv1985c, Rv1991A, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2638, Rv2640c, Rv2642, Rv2711, Rv2745c, Rv2865, Rv2866, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3219, Rv3286c, Rv3287c, Rv3358, Rv3574, Rv3736, Rv3788"
"1159" "GO:0051252" "regulation of RNA metabolic process" "4, 5, 6, 7" "Biological_process" 14 3 "14" 201 201 41 20.3980099502488 2.27176125114692 2.90025409291848e-05 0.00257639238587591 1.54557744841044 3.27853630596157 "Rv0064A, Rv0081, Rv0328, Rv0465c, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1102c, Rv1266c, Rv1365c, Rv1398c, Rv1904, Rv1909c, Rv1956, Rv1985c, Rv1991A, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2638, Rv2640c, Rv2642, Rv2711, Rv2745c, Rv2865, Rv2866, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3219, Rv3286c, Rv3287c, Rv3358, Rv3574, Rv3736, Rv3788"
"1380" "GO:1903506" "regulation of nucleic acid-templated transcription" "6, 7, 8, 9" "Biological_process" 15 3 "15" 199 199 41 20.6030150753769 2.30201447755621 2.59051179415188e-05 0.00257639238587591 1.56539541730959 3.32364916632579 "Rv0064A, Rv0081, Rv0328, Rv0465c, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1102c, Rv1266c, Rv1365c, Rv1398c, Rv1904, Rv1909c, Rv1956, Rv1985c, Rv1991A, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2638, Rv2640c, Rv2642, Rv2711, Rv2745c, Rv2865, Rv2866, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3219, Rv3286c, Rv3287c, Rv3358, Rv3574, Rv3736, Rv3788"
"1322" "GO:0097659" "nucleic acid-templated transcription" "6, 7, 8" "Biological_process" 16 3 "16" 204 204 41 20.0980392156863 2.22811191163218 3.65205246815665e-05 0.00299468302388845 1.51673634587279 3.21301270479782 "Rv0064A, Rv0081, Rv0328, Rv0465c, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1102c, Rv1266c, Rv1365c, Rv1398c, Rv1904, Rv1909c, Rv1956, Rv1985c, Rv1991A, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2638, Rv2640c, Rv2642, Rv2711, Rv2745c, Rv2865, Rv2866, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3219, Rv3286c, Rv3287c, Rv3358, Rv3574, Rv3736, Rv3788"
"796" "GO:0032774" "RNA biosynthetic process" "5, 6, 7" "Biological_process" 17 3 "17" 209 209 41 19.6172248803828 2.15863380105141 7.18341798356439e-05 0.00510501571365309 1.4708514964183 3.10919597833424 "Rv0064A, Rv0081, Rv0328, Rv0465c, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1102c, Rv1266c, Rv1365c, Rv1398c, Rv1904, Rv1909c, Rv1956, Rv1985c, Rv1991A, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2638, Rv2640c, Rv2642, Rv2711, Rv2745c, Rv2865, Rv2866, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3219, Rv3286c, Rv3287c, Rv3358, Rv3574, Rv3736, Rv3788"
"1393" "GO:2000112" "regulation of cellular macromolecule biosynthetic process" "5, 6" "Biological_process" 18 3 "18" 225 225 43 19.1111111111111 2.09212361542679 8.50021393838403e-05 0.00566326753644836 1.43960339799949 2.98675232688568 "Rv0064A, Rv0081, Rv0120c, Rv0328, Rv0465c, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1102c, Rv1266c, Rv1365c, Rv1398c, Rv1904, Rv1909c, Rv1956, Rv1985c, Rv1991A, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2638, Rv2640c, Rv2642, Rv2711, Rv2745c, Rv2865, Rv2866, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3219, Rv3241c, Rv3286c, Rv3287c, Rv3358, Rv3574, Rv3736, Rv3788"
"500" "GO:0010556" "regulation of macromolecule biosynthetic process" "4, 5" "Biological_process" 19 3 "19" 227 227 43 18.942731277533 2.06815902513627 0.000133807848124756 0.0071319583050495 1.42364451579292 2.95110265710034 "Rv0064A, Rv0081, Rv0120c, Rv0328, Rv0465c, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1102c, Rv1266c, Rv1365c, Rv1398c, Rv1904, Rv1909c, Rv1956, Rv1985c, Rv1991A, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2638, Rv2640c, Rv2642, Rv2711, Rv2745c, Rv2865, Rv2866, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3219, Rv3241c, Rv3286c, Rv3287c, Rv3358, Rv3574, Rv3736, Rv3788"
"1147" "GO:0051171" "regulation of nitrogen compound metabolic process" "3, 4" "Biological_process" 20 3 "20" 243 243 45 18.5185185185185 2.01358740292891 0.000145183882829624 0.00720234765235411 1.39849247546392 2.85011764495154 "Rv0064A, Rv0081, Rv0120c, Rv0328, Rv0465c, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1102c, Rv1266c, Rv1365c, Rv1398c, Rv1904, Rv1908c, Rv1909c, Rv1956, Rv1985c, Rv1991A, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2559c, Rv2638, Rv2640c, Rv2642, Rv2711, Rv2745c, Rv2865, Rv2866, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3219, Rv3241c, Rv3286c, Rv3287c, Rv3358, Rv3574, Rv3736, Rv3788"
"1040" "GO:0045935" "positive regulation of nucleobase-containing compound metabolic process" "4, 5, 6" "Biological_process" 21 3 "21" 27 27 10 37.037037037037 5.02439014122064 0.000268593445772413 0.0106044671553108 2.04151243638736 11.706559645057 "Rv1027c, Rv1266c, Rv1365c, Rv1904, Rv1908c, Rv2359, Rv2638, Rv2745c, Rv2884, Rv3286c"
"1033" "GO:0045892" "negative regulation of transcription, DNA-templated" "5, 6, 7, 8, 9, 10, 11" "Biological_process" 22 3 "22" 34 34 11 32.3529411764706 4.0889179547891 0.000517744548384295 0.0174555236409187 1.78572027972129 8.80599006192227 "Rv0967, Rv1102c, Rv1909c, Rv1956, Rv2011c, Rv2359, Rv2711, Rv2866, Rv3219, Rv3287c, Rv3358"
"1394" "GO:2000113" "negative regulation of cellular macromolecule biosynthetic process" "5, 6, 7" "Biological_process" 23 3 "23" 45 45 13 28.8888888888889 3.48127859525808 0.00056545090022602 0.0182657775648769 1.66284275580088 6.88628426401999 "Rv0967, Rv1102c, Rv1909c, Rv1956, Rv1985c, Rv2011c, Rv2359, Rv2711, Rv2866, Rv3219, Rv3241c, Rv3287c, Rv3358"
"1034" "GO:0045893" "positive regulation of transcription, DNA-templated" "5, 6, 7, 8, 9, 10, 11" "Biological_process" 24 3 "24" 26 26 9 34.6153846153846 4.51143220687192 0.000967800413482273 0.0278831146154623 1.75997653247757 10.784580495359 "Rv1027c, Rv1266c, Rv1365c, Rv1904, Rv2359, Rv2638, Rv2745c, Rv2884, Rv3286c"
"502" "GO:0010558" "negative regulation of macromolecule biosynthetic process" "4, 5, 6" "Biological_process" 25 3 "25" 48 48 13 27.0833333333333 3.18007234414703 0.00110840890125905 0.0298018276838387 1.53095290385088 6.22099573095303 "Rv0967, Rv1102c, Rv1909c, Rv1956, Rv1985c, Rv2011c, Rv2359, Rv2711, Rv2866, Rv3219, Rv3241c, Rv3287c, Rv3358"
"1376" "GO:1902679" "negative regulation of RNA biosynthetic process" "5, 6, 7, 8, 9" "Biological_process" 26 3 "26" 37 37 11 29.7297297297297 3.61389893749496 0.00115102548376164 0.0298018276838387 1.5992242658652 7.63639229077907 "Rv0967, Rv1102c, Rv1909c, Rv1956, Rv2011c, Rv2359, Rv2711, Rv2866, Rv3219, Rv3287c, Rv3358"
"1160" "GO:0051253" "negative regulation of RNA metabolic process" "4, 5, 6, 7, 8" "Biological_process" 27 3 "27" 39 39 11 28.2051282051282 3.35401201809336 0.00185332075516461 0.043903109444566 1.49513411939166 7.01209411704734 "Rv0967, Rv1102c, Rv1909c, Rv1956, Rv2011c, Rv2359, Rv2711, Rv2866, Rv3219, Rv3287c, Rv3358"
"43" "GO:0003700" "DNA-binding transcription factor activity" "6, 7, 8, 9, 10, 11" "Biological_process" 28 3 "28" 118 118 24 20.3389830508475 2.20918796043222 0.00202457778817116 0.0469173896128361 1.33265636948258 3.53763743518911 "Rv0081, Rv0328, Rv0576, Rv0967, Rv1019, Rv1027c, Rv1049, Rv1909c, Rv1985c, Rv1994c, Rv2011c, Rv2034, Rv2358, Rv2359, Rv2640c, Rv2642, Rv2711, Rv2884, Rv3058c, Rv3080c, Rv3160c, Rv3286c, Rv3574, Rv3736"
"861" "GO:0036293" "response to decreased oxygen levels" "4" "Biological_process" 29 4 "29" 63 63 19 30.1587301587302 3.74235151882864 1.59257256426245e-05 0.0020749052660288 2.04253647059898 6.62060047544966 "Rv0465c, Rv0573c, Rv0754, Rv1162, Rv1760, Rv1955, Rv1956, Rv2027c, Rv2031c, Rv2246, Rv2484c, Rv2626c, Rv2780, Rv3088, Rv3130c, Rv3286c, Rv3371, Rv3734c, Rv3866"
"34" "GO:0001666" "response to hypoxia" "3, 5" "Biological_process" 30 4 "30" 60 60 17 28.3333333333333 3.4106907190857 0.000107337619163492 0.00673070011931075 1.80605722392599 6.17434964186983 "Rv0465c, Rv0573c, Rv0754, Rv1760, Rv1955, Rv1956, Rv2027c, Rv2031c, Rv2246, Rv2484c, Rv2626c, Rv2780, Rv3088, Rv3130c, Rv3371, Rv3734c, Rv3866"
"250" "GO:0006641" "triglyceride metabolic process" "6, 7" "Biological_process" 31 4 "31" 19 19 8 42.1052631578947 6.19154462618758 0.00040638127055188 0.0150375274660567 2.1490236990335 17.0058812298089 "Rv0211, Rv1760, Rv2482c, Rv2484c, Rv3088, Rv3130c, Rv3371, Rv3734c"
"1013" "GO:0045017" "glycerolipid biosynthetic process" "4, 5, 6" "Biological_process" 32 4 "32" 29 29 10 34.4827586206897 4.49342158376577 0.000523993204980673 0.0174555236409187 1.85293006712943 10.240719622136 "Rv0211, Rv1760, Rv2182c, Rv2482c, Rv2483c, Rv2484c, Rv3088, Rv3130c, Rv3371, Rv3734c"
"248" "GO:0006638" "neutral lipid metabolic process" "4, 5" "Biological_process" 33 4 "33" 20 20 8 40 5.67430296132341 0.000615057505005299 0.0187328942953043 1.99963521935467 15.1952041547248 "Rv0211, Rv1760, Rv2482c, Rv2484c, Rv3088, Rv3130c, Rv3371, Rv3734c"
"1272" "GO:0071731" "response to nitric oxide" "4, 5" "Biological_process" 34 4 "34" 21 21 8 38.0952380952381 5.23661854338497 0.000902368618954431 0.0267201374390395 1.86982714430632 13.7195890721149 "Rv1162, Rv1760, Rv2484c, Rv3088, Rv3130c, Rv3219, Rv3371, Rv3734c"
"21" "GO:0000302" "response to reactive oxygen species" "4" "Biological_process" 35 4 "35" 32 32 10 31.25 3.87717390657163 0.00125792659048049 0.0304761305784591 1.62731563010668 8.60439184512116 "Rv0251c, Rv1162, Rv1760, Rv1908c, Rv2484c, Rv3088, Rv3130c, Rv3219, Rv3371, Rv3734c"
"1155" "GO:0051213" "dioxygenase activity" "4" "Biological_process" 36 5 "36" 11 11 6 54.5454545454545 10.1813121650947 0.000409088458269836 0.0150375274660567 2.57634673579185 42.3831503644 "Rv0274, Rv0654, Rv1065, Rv3161c, Rv3406, Rv3568c"
"6" "GO:0000041" "transition metal ion transport" "7" "Biological_process" 37 6 "37" 20 20 8 40 5.67430296132341 0.000615057505005299 0.0187328942953043 1.99963521935467 15.1952041547248 "Rv0969, Rv1239c, Rv1348, Rv1859, Rv1876, Rv1992c, Rv2025c, Rv3270"
"1170" "GO:0051483" "terpenoid biosynthetic process, mevalonate-independent" "6, 7, 8" "Biological_process" 38 7 "38" 3 3 3 100 Inf 0.00120213751445128 0.0298018276838387 3.47451409172467 Inf "Rv2870c, Rv3581c, Rv3582c"
