"GO_ID" "description" "levels" "ontology_group" "node_numeric_id" "community" "uniqueness_index" "size_in_annotation" "size_in_universe" "number_of_genes_in_query" "percentage_of_genes_in_query" "OR" "p" "fdr" "Min_value_CI" "Max_value_CI" "genes_in_query"
"716" "GO:0019725" "cellular homeostasis" "2, 4" "Biological_process" 32 2 "32" 61 61 16 26.2295081967213 3.31161550277941 0.000203798841258908 0.00905206519924982 1.72953297876391 6.04225268818561 "Rv0211, Rv0821c, Rv0985c, Rv1348, Rv1471, Rv1620c, Rv1875, Rv1876, Rv2025c, Rv2383c, Rv2384, Rv2386c, Rv3053c, Rv3197A, Rv3219, Rv3402c"
"451" "GO:0009267" "cellular response to starvation" "4, 5, 6" "Biological_process" 33 2 "33" 33 33 10 30.3030303030303 4.01108018328842 0.000957755744298021 0.0248068733870895 1.69072014335801 8.83731355946491 "Rv0211, Rv1285, Rv1348, Rv1875, Rv2383c, Rv2384, Rv2386c, Rv2558, Rv2583c, Rv3402c"
"785" "GO:0031669" "cellular response to nutrient levels" "4, 5" "Biological_process" NA NA "33" 33 33 10 30.3030303030303 4.01108018328842 0.000957755744298021 0.0248068733870895 1.69072014335801 8.83731355946491 "Rv0211, Rv1285, Rv1348, Rv1875, Rv2383c, Rv2384, Rv2386c, Rv2558, Rv2583c, Rv3402c"
"904" "GO:0042594" "response to starvation" "3, 5" "Biological_process" 34 2 "34" 34 34 10 29.4117647058824 3.84220787713769 0.00123893871771641 0.0282142515106234 1.6272025018973 8.41126679156851 "Rv0211, Rv1285, Rv1348, Rv1875, Rv2383c, Rv2384, Rv2386c, Rv2558, Rv2583c, Rv3402c"
"783" "GO:0031667" "response to nutrient levels" "4" "Biological_process" 35 2 "35" 35 35 10 28.5714285714286 3.68773811147905 0.00158395604070911 0.034459125293794 1.56832414485534 8.02360546184502 "Rv0211, Rv1285, Rv1348, Rv1875, Rv2383c, Rv2384, Rv2386c, Rv2558, Rv2583c, Rv3402c"
"436" "GO:0009237" "siderophore metabolic process" "3, 4" "Biological_process" 36 3 "36" 10 10 6 60 13.755545014792 0.000138407567476823 0.00737712334651468 3.24598277902875 66.643597006714 "Rv1344, Rv1347c, Rv2383c, Rv2384, Rv2386c, Rv2711"
"680" "GO:0019290" "siderophore biosynthetic process" "4, 5, 7, 8" "Biological_process" NA NA "36" 10 10 6 60 13.755545014792 0.000138407567476823 0.00737712334651468 3.24598277902875 66.643597006714 "Rv1344, Rv1347c, Rv2383c, Rv2384, Rv2386c, Rv2711"
"478" "GO:0009712" "catechol-containing compound metabolic process" "5" "Biological_process" 37 3 "37" 8 8 5 62.5 15.2477889872926 0.000412581236393524 0.0157075570712677 2.95377718957832 98.6444801508532 "Rv1344, Rv1347c, Rv2383c, Rv2386c, Rv2711"
"705" "GO:0019540" "siderophore biosynthetic process from catechol" "5, 6, 8, 9" "Biological_process" NA NA "37" 8 8 5 62.5 15.2477889872926 0.000412581236393524 0.0157075570712677 2.95377718957832 98.6444801508532 "Rv1344, Rv1347c, Rv2383c, Rv2386c, Rv2711"
"670" "GO:0019184" "nonribosomal peptide biosynthetic process" "6, 7" "Biological_process" 38 3 "38" 14 14 6 42.8571428571429 6.87315696520659 0.00139789521527326 0.0310449229058602 1.95496759833223 22.7219990309584 "Rv1344, Rv1347c, Rv2383c, Rv2384, Rv2386c, Rv2711"
"952" "GO:0043448" "alkane catabolic process" "4" "Biological_process" 39 4 "39" 3 3 3 100 Inf 0.000977381503056058 0.0248068733870895 3.75274965068879 Inf "Rv3250c, Rv3251c, Rv3252c"
"1108" "GO:0046686" "response to cadmium ion" "5" "Biological_process" 40 5 "40" 3 3 3 100 Inf 0.000977381503056058 0.0248068733870895 3.75274965068879 Inf "Rv0186A, Rv1994c, Rv2641"
"823" "GO:0033993" "response to lipid" "4" "Biological_process" 41 6 "41" 6 6 4 66.6666666666667 18.2533326595001 0.0012292307830111 0.0282142515106234 2.60673620801781 201.996949629617 "Rv0211, Rv0467, Rv3197A, Rv3568c"
"6" "GO:0000041" "transition metal ion transport" "7" "Biological_process" 42 7 "42" 20 20 7 35 4.94171364476176 0.00224412813682498 0.0454759550270644 1.65900714282432 13.4260712872577 "Rv0969, Rv1239c, Rv1348, Rv1876, Rv1992c, Rv2025c, Rv3270"
"1225" "GO:0060255" "regulation of macromolecule metabolic process" "3, 4" "Biological_process" NA NA "43" 258 258 44 17.0542635658915 1.96966033399558 0.000227116530635369 0.00968424886629215 1.3646676534453 2.79259374398984 "Rv0064A, Rv0144, Rv0190, Rv0232, Rv0300, Rv0301, Rv0352, Rv0792c, Rv0827c, Rv0958, Rv0967, Rv0981, Rv1049, Rv1152, Rv1167c, Rv1221, Rv1266c, Rv1317c, Rv1404, Rv1846c, Rv1956, Rv1991A, Rv1991c, Rv1994c, Rv2011c, Rv2069, Rv2132, Rv2358, Rv2359, Rv2559c, Rv2640c, Rv2642, Rv2710, Rv2711, Rv2745c, Rv2779c, Rv2865, Rv2884, Rv3098A, Rv3160c, Rv3197A, Rv3219, Rv3405c, Rv3610c"
"1393" "GO:2000112" "regulation of cellular macromolecule biosynthetic process" "5, 6" "Biological_process" NA NA "44" 225 225 39 17.3333333333333 1.99683989172074 0.000492453590473426 0.0174985175814891 1.35250770818313 2.88814854485233 "Rv0064A, Rv0144, Rv0190, Rv0232, Rv0300, Rv0301, Rv0792c, Rv0827c, Rv0958, Rv0967, Rv0981, Rv1049, Rv1152, Rv1167c, Rv1221, Rv1266c, Rv1317c, Rv1404, Rv1846c, Rv1956, Rv1991A, Rv1994c, Rv2011c, Rv2069, Rv2132, Rv2358, Rv2359, Rv2640c, Rv2642, Rv2710, Rv2711, Rv2745c, Rv2779c, Rv2865, Rv2884, Rv3160c, Rv3197A, Rv3219, Rv3405c"
"500" "GO:0010556" "regulation of macromolecule biosynthetic process" "4, 5" "Biological_process" NA NA "45" 227 227 39 17.1806167400881 1.97444141477865 0.00052639161983011 0.0177175759081537 1.33768823074419 2.8548802849031 "Rv0064A, Rv0144, Rv0190, Rv0232, Rv0300, Rv0301, Rv0792c, Rv0827c, Rv0958, Rv0967, Rv0981, Rv1049, Rv1152, Rv1167c, Rv1221, Rv1266c, Rv1317c, Rv1404, Rv1846c, Rv1956, Rv1991A, Rv1994c, Rv2011c, Rv2069, Rv2132, Rv2358, Rv2359, Rv2640c, Rv2642, Rv2710, Rv2711, Rv2745c, Rv2779c, Rv2865, Rv2884, Rv3160c, Rv3197A, Rv3219, Rv3405c"
"1147" "GO:0051171" "regulation of nitrogen compound metabolic process" "3, 4" "Biological_process" NA NA "46" 243 243 41 16.8724279835391 1.9347726952614 0.000531859689550582 0.0177175759081537 1.32397180422709 2.77268289239928 "Rv0064A, Rv0144, Rv0190, Rv0232, Rv0300, Rv0301, Rv0792c, Rv0827c, Rv0958, Rv0967, Rv0981, Rv1049, Rv1152, Rv1167c, Rv1221, Rv1266c, Rv1317c, Rv1404, Rv1846c, Rv1956, Rv1991A, Rv1994c, Rv2011c, Rv2069, Rv2132, Rv2221c, Rv2358, Rv2359, Rv2559c, Rv2640c, Rv2642, Rv2710, Rv2711, Rv2745c, Rv2779c, Rv2865, Rv2884, Rv3160c, Rv3197A, Rv3219, Rv3405c"
"944" "GO:0043232" "intracellular non-membrane-bounded organelle" "3, 4" "Cell_Components" NA NA "47" 77 76 0 0 0 0.000655221288594167 0.0205431145188642 0 0.443012422950475 ""
"767" "GO:0031323" "regulation of cellular metabolic process" "3, 4" "Biological_process" NA NA "48" 254 254 42 16.5354330708661 1.88825650358664 0.000700854741782449 0.0207530876316692 1.29864009667263 2.69368921653086 "Rv0064A, Rv0144, Rv0190, Rv0232, Rv0300, Rv0301, Rv0792c, Rv0821c, Rv0827c, Rv0958, Rv0967, Rv0981, Rv1049, Rv1152, Rv1167c, Rv1221, Rv1266c, Rv1317c, Rv1404, Rv1846c, Rv1956, Rv1991A, Rv1994c, Rv2011c, Rv2069, Rv2132, Rv2221c, Rv2358, Rv2359, Rv2559c, Rv2640c, Rv2642, Rv2710, Rv2711, Rv2745c, Rv2779c, Rv2865, Rv2884, Rv3160c, Rv3197A, Rv3219, Rv3405c"
"479" "GO:0009889" "regulation of biosynthetic process" "3, 4" "Biological_process" NA NA "49" 234 234 39 16.6666666666667 1.89967768675273 0.000975467535128371 0.0248068733870895 1.28834357167881 2.74335576356015 "Rv0064A, Rv0144, Rv0190, Rv0232, Rv0300, Rv0301, Rv0792c, Rv0827c, Rv0958, Rv0967, Rv0981, Rv1049, Rv1152, Rv1167c, Rv1221, Rv1266c, Rv1317c, Rv1404, Rv1846c, Rv1956, Rv1991A, Rv1994c, Rv2011c, Rv2069, Rv2132, Rv2358, Rv2359, Rv2640c, Rv2642, Rv2710, Rv2711, Rv2745c, Rv2779c, Rv2865, Rv2884, Rv3160c, Rv3197A, Rv3219, Rv3405c"
"770" "GO:0031326" "regulation of cellular biosynthetic process" "4, 5" "Biological_process" NA NA "50" 233 233 39 16.7381974248927 1.91002660025386 0.000941994239727393 0.0248068733870895 1.29518269721388 2.75875156842066 "Rv0064A, Rv0144, Rv0190, Rv0232, Rv0300, Rv0301, Rv0792c, Rv0827c, Rv0958, Rv0967, Rv0981, Rv1049, Rv1152, Rv1167c, Rv1221, Rv1266c, Rv1317c, Rv1404, Rv1846c, Rv1956, Rv1991A, Rv1994c, Rv2011c, Rv2069, Rv2132, Rv2358, Rv2359, Rv2640c, Rv2642, Rv2710, Rv2711, Rv2745c, Rv2779c, Rv2865, Rv2884, Rv3160c, Rv3197A, Rv3219, Rv3405c"
"1303" "GO:0080090" "regulation of primary metabolic process" "3, 4" "Biological_process" NA NA "51" 248 248 41 16.5322580645161 1.88527605983691 0.000896800688638243 0.0248068733870895 1.29091262645519 2.69972292193264 "Rv0064A, Rv0144, Rv0190, Rv0232, Rv0300, Rv0301, Rv0792c, Rv0827c, Rv0958, Rv0967, Rv0981, Rv1049, Rv1152, Rv1167c, Rv1221, Rv1266c, Rv1317c, Rv1404, Rv1846c, Rv1956, Rv1991A, Rv1994c, Rv2011c, Rv2069, Rv2132, Rv2221c, Rv2358, Rv2359, Rv2559c, Rv2640c, Rv2642, Rv2710, Rv2711, Rv2745c, Rv2779c, Rv2865, Rv2884, Rv3160c, Rv3197A, Rv3219, Rv3405c"
"844" "GO:0034654" "nucleobase-containing compound biosynthetic process" "4, 5" "Biological_process" NA NA "52" 342 342 52 15.2046783625731 1.71815218089298 0.00124017260572867 0.0282142515106234 1.22780924727507 2.36877019704219 "Rv0064A, Rv0144, Rv0190, Rv0212c, Rv0232, Rv0233, Rv0300, Rv0478, Rv0777, Rv0792c, Rv0827c, Rv0958, Rv0967, Rv0981, Rv1049, Rv1152, Rv1167c, Rv1221, Rv1266c, Rv1317c, Rv1404, Rv1647, Rv1843c, Rv1846c, Rv1956, Rv1991A, Rv1994c, Rv2011c, Rv2069, Rv2132, Rv2202c, Rv2358, Rv2359, Rv2413c, Rv2482c, Rv2583c, Rv2584c, Rv2640c, Rv2642, Rv2710, Rv2711, Rv2745c, Rv2779c, Rv2865, Rv2884, Rv2964, Rv3160c, Rv3197A, Rv3219, Rv3370c, Rv3405c, Rv3644c"
"98" "GO:0005840" "ribosome" "4, 5" "Cell_Components" NA NA "53" 63 62 0 0 0 0.00224946756601845 0.0454759550270644 0 0.548222038205889 ""
"1155" "GO:0051213" "dioxygenase activity" "4" "Biological_process" NA NA "54" 11 11 5 45.4545454545455 7.61992200628982 0.00264057763968266 0.0512377193296928 1.83096765748261 30.1463402595988 "Rv0274, Rv0654, Rv3161c, Rv3406, Rv3568c"
"1287" "GO:0072509" "divalent inorganic cation transmembrane transporter activity" "7, 8, 9" "Biological_process" NA NA "55" 7 7 4 57.1428571428571 12.1688294324298 0.00264359715115676 0.0512377193296928 2.05057145184211 83.3475521076739 "Rv0969, Rv1992c, Rv2025c, Rv3270"
